stop_id,stop_name,lat,lon,stop_url,location_type,parent_station,wheelchair_boarding,level_id,platform_code,mode,stop_code,is_wheelchair_accessible,is_wheelchair_inaccessible,suburb_id,suburb_name,routes_served,route_count
15424,Gwenda Ave/Central Rd,-37.82373137,145.16105616,https://transport.vic.gov.au/stop/16170/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15424,False,False,207031161,Blackburn,736,1
15425,Cromwell Ct/Central Rd,-37.82392267,145.16465295,https://transport.vic.gov.au/stop/16171/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15425,False,False,211041271,Nunawading,736,1
15426,Joyce St/Central Rd,-37.8247676,145.16856307,https://transport.vic.gov.au/stop/16172/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15426,False,False,211041271,Nunawading,736,1
15427,Central Rd/Joyce St,-37.82505799,145.16927166,https://transport.vic.gov.au/stop/16173/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15427,False,False,211041271,Nunawading,736,1
15429,Milton St/Joyce St,-37.82731295,145.16881827,https://transport.vic.gov.au/stop/16175/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15429,False,False,211041271,Nunawading,736,1
1543,Garden Rd/Princes Hwy,-37.92571291,145.14513913,https://transport.vic.gov.au/stop/16176/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,1543,False,False,212051567,Clayton (North) - Notting Hill,800,1
15430,Blackburn Lake PS/Milton St,-37.82736751,145.16653319,https://transport.vic.gov.au/stop/16177/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15430,False,False,211041271,Nunawading,736,1
15431,Gerald St/Florence St,-37.82997962,145.16586634,https://transport.vic.gov.au/stop/16178/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15431,False,False,211041269,Forest Hill,736,1
15432,Ottawa Ave/Forest Rd,-37.8316197,145.16585981,https://transport.vic.gov.au/stop/16179/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15432,False,False,211041269,Forest Hill,736,1
15433,Forest Hill College/Hawthorn Rd,-37.84654611,145.16197833,https://transport.vic.gov.au/stop/16180/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click,,,0,Level 0,,bus,15433,False,False,211041269,Forest Hill,"735,736",2
