suburb_id,suburb_name,centroid_lat,centroid_lng
206061138,Toorak,-37.84161310755654,145.0176212575675
206061515,South Yarra - North,-37.836159407570854,144.996494094746
206061516,South Yarra - South,-37.84318463953959,144.9948931632614
206071139,Abbotsford,-37.80459788758874,144.9997615345573
206071140,Carlton North - Princes Hill,-37.78571158303633,144.9681264876714
206071141,Collingwood,-37.80209115311432,144.9881357885598
206071142,Fitzroy,-37.80104378748318,144.97913348190622
206071143,Fitzroy North,-37.784077893860655,144.984302872315
206071145,Clifton Hill - Alphington,-37.78984042484817,145.01296154543317
206071517,Richmond (South) - Cremorne,-37.8265062689097,145.00462185884444
206071518,Richmond - North,-37.8148818636187,145.00276357098477
207011146,Ashburton (Vic.),-37.86738890467643,145.0805726494259
207011147,Balwyn,-37.80980590323077,145.08055680313726
207011148,Balwyn North,-37.79189031875718,145.0838937637856
207011149,Camberwell,-37.83844186225342,145.0740158620065
207011150,Glen Iris - East,-37.85474487257669,145.07199958453543
207011152,Hawthorn East,-37.83128215638137,145.0499059482957
207011154,Kew East,-37.79056767643416,145.05238556369233
207011155,Surrey Hills (West) - Canterbury,-37.82450027735095,145.08403221303865
207011519,Hawthorn - North,-37.818013329911935,145.02854217157193
207011520,Hawthorn - South,-37.82927753143884,145.03388990237923
207011521,Kew - South,-37.80875169491367,145.04657013359656
207011522,Kew - West,-37.79976415524464,145.0239807477723
207021156,Bulleen,-37.76888435169745,145.08717984385993
207021157,Doncaster,-37.78482823211344,145.12385255426565
207021159,Templestowe,-37.75404675644435,145.14863358144902
207021160,Templestowe Lower,-37.7638675720713,145.11227182776858
207021424,Doncaster East - North,-37.769438383000114,145.16925686192872
207021425,Doncaster East - South,-37.79151206291003,145.15669134491628
207031161,Blackburn,-37.81655748467763,145.15290736173836
207031162,Blackburn South,-37.83935775517729,145.14653987294653
207031163,Box Hill,-37.82903726069704,145.12474131732856
207031164,Box Hill North,-37.804692735746535,145.12269125159992
207031165,Burwood (Vic.),-37.84806466985715,145.11294418050585
207031166,Burwood East,-37.85358609245871,145.15041546049767
207031167,Surrey Hills (East) - Mont Albert,-37.82429426297001,145.10689543790096
208011168,Beaumaris,-37.98080300262648,145.03775023998878
208011169,Brighton (Vic.),-37.908187543926935,144.99581672091583
208011170,Brighton East,-37.91714847041066,145.01630489934516
208011171,Highett (West) - Cheltenham,-37.95744568002111,145.03796255619574
208011172,Hampton,-37.93766136851631,145.01424666452587
208011173,Sandringham - Black Rock,-37.96085110589126,145.01710400260862
