landmark_id,name,theme,sub_theme,lat,lng
30,Regent Theatre,Place Of Assembly,Theatre Live,-37.8160014744179,144.967916735261
31,Old Treasury Building,Office,Office,-37.8132371662585,144.974423610255
32,Supreme Court,Community Use,Public Buildings,-37.8141494182814,144.957894024264
33,Richmond Football Club,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8216740022008,144.988156318781
34,Melbourne Convention Centre,Place Of Assembly,Function/Conference/Exhibition Centre,-37.8249040484653,144.952288281644
35,Melbourne International Shooting Club,Leisure/Recreation,Private Sports Club/Facility,-37.8292844929826,144.913415802464
36,Crown Entertainment Complex,Purpose Built,Casino,-37.8235761092516,144.957312880653
37,Kensington Primary School,Education Centre,Primary Schools,-37.7925235045455,144.927108735461
38,Fox Classic Car Collection,Place Of Assembly,Art Gallery/Museum,-37.8213744301481,144.948496661709
39,ANZ 'Gothic' Bank,Mixed Use,Retail/Office/Carpark,-37.8161580666029,144.961673719242
40,Railway Good Shed No 2,Vacant Land,Current Construction Site - Commercial,-37.8211371302179,144.951378883631
41,Parliament Railway Station,Transport,Railway Station,-37.8116061787171,144.973017263156
42,North Melbourne Recreation Reserve,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.7988345257153,144.941452061463
43,Princes Park,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.7870161727156,144.961115214367
44,Donor Tissue Bank of Victoria,Office,Office,-37.8248231859563,144.965169035668
45,Melbourne Central Railway Station,Transport,Railway Station,-37.8100167030855,144.963789344893
46,Argyle Square,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8031480577285,144.965761295089
47,Westpac Centre,Leisure/Recreation,Major Sports & Recreation Facility,-37.8242456858593,144.979720306309
48,Melbourne Girls Grammar School,Education Centre,School - Primary and Secondary Education,-37.8315364518803,144.985089428348
49,Mercy Private Hospital,Health Services,Medical Services,-37.811896809802,144.984435746587
50,St Augustines Church,Place of Worship,Church,-37.8169741358546,144.954862000132
51,Melbourne Unitarian Church,Place of Worship,Church,-37.8114487773394,144.984664890999
52,Our Lady of Lebanon Church,Place of Worship,Church,-37.8025766539683,144.969334720932
53,St Alban Anglican Church,Place of Worship,Church,-37.7942169477929,144.94161451392
54,Playhouse,Place Of Assembly,Theatre Live,-37.8218124583016,144.968337832721
55,Victorian Arts Centre,Place Of Assembly,Art Gallery/Museum,-37.8219947335768,144.968837288153
56,The Royal Victorian Eye & Ear Hospital,Health Services,Public Hospital,-37.8087522829868,144.976268275082
57,Central Pier,Place Of Assembly,Function/Conference/Exhibition Centre,-37.8165177307702,144.943475014215
58,NGV International,Community Use,Public Buildings,-37.8230135000869,144.969342535451
59,Macaulay Railway Station (North Melbourne) - Train stop,Transport,Railway Station,-37.794964001386,144.936190756632
60,Kensington Railway Station,Transport,Railway Station,-37.7939140126373,144.930710207518
61,Royal Botanic Gardens,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8306631583233,144.980850432751
62,Coronial Services Centre of Victoria,Office,Office,-37.8243437355246,144.96447462898
63,Darling Square,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.81299206932,144.989062559512
64,Melbourne Wholesale Fish Market,Warehouse/Store,Store Yard,-37.8083471006041,144.930613255612
65,The Ian Potter Museum Of Art,Place Of Assembly,Art Gallery/Museum,-37.7973939595503,144.964156669702
66,University of Melbourne,Education Centre,Tertiary (University),-37.7982892284927,144.96099520158
67,QV Village,Mixed Use,Retail/Office/Residential/Carpark,-37.8106891897454,144.965714574014
68,Parliament Reserve,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.809852620638,144.973462202839
69,North Melbourne Football Club,Office,Office,-37.799771364073,144.940963510723
70,North Melbourne Recreation Centre (Gymnasium),Leisure/Recreation,Gymnasium/Health Club,-37.7997051197931,144.940368286395
71,Conservatory,Community Use,Public Buildings,-37.814002127195,144.9785597431
72,Freshwater Place,Mixed Use,Retail/Office/Residential/Carpark,-37.8219745489446,144.96246144843
73,Metropolitan Fire Brigade (MFB),Community Use,Fire Station,-37.8092318636838,144.975247619376
74,Koorie Heritage Trust Inc,Place Of Assembly,Art Gallery/Museum,-37.8133854259085,144.954027907736
75,RMIT University,Education Centre,Tertiary (University),-37.8080795360545,144.964452974798
76,Macarthur Square,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.7983318676737,144.971514146104
77,North Melbourne Railway Station,Transport,Railway Station,-37.8073823625058,144.942429848025
78,Cooks' Cottage,Place Of Assembly,Art Gallery/Museum,-37.8144604899837,144.979471339826
79,Royal Exhibition Building,Place Of Assembly,Art Gallery/Museum,-37.80460262432,144.971521914952
80,Melbourne Childrens Court,Community Use,Public Buildings,-37.8125077646598,144.958298873269
81,Eureka Skydeck 88,Leisure/Recreation,Observation Tower/Wheel,-37.8216187583314,144.964622218598
82,County Court Melbourne,Community Use,Public Buildings,-37.8132011619962,144.957734246387
83,Epworth Freemasons Hospital,Health Services,Private Hospital,-37.8109710654051,144.98370007659
84,Church of Christ,Place of Worship,Church,-37.8104524079085,144.96388920294
85,Holy Trinity,Place of Worship,Church,-37.8140667110854,144.983197322289
86,Holy Rosary,Place of Worship,Church,-37.7948087414394,144.928362125005
87,Victoria Police,Community Use,Police Station,-37.8219773910249,144.953398014034
88,Old Melbourne Gaol Crime & Justice Experience,Place Of Assembly,Art Gallery/Museum,-37.8077644149636,144.965463853978
89,Melbourne Exhibition Centre,Place Of Assembly,Function/Conference/Exhibition Centre,-37.8252455123297,144.95435243249
90,MTC Theatre,Place Of Assembly,Theatre Live,-37.8242661832902,144.968174400274
91,Shrine of Rembrance Reserve,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8320733992876,144.973628364465
92,Icehouse,Leisure/Recreation,Indoor Recreation Facility,-37.8121881194053,144.935684018873
93,Parliament Railway Station,Transport,Railway Station,-37.8127621113552,144.973433796529
94,Flemington Racecourse Railway Station,Transport,Railway Station,-37.7869105822519,144.908190706069
95,Carlton Baths,Leisure/Recreation,Indoor Recreation Facility,-37.7934377042609,144.971696548624
96,Dallas Brooks Centre,Place Of Assembly,Function/Conference/Exhibition Centre,-37.8097374138234,144.981383411592
97,St James Church,Place of Worship,Church,-37.8101281201969,144.952468571683
98,St Michael's Uniting Church,Place of Worship,Church,-37.8143851324913,144.969174036096
99,East Melbourne Synagogue,Place of Worship,Synagogue,-37.809113728917,144.97422190954
100,Flemington Racecourse,Leisure/Recreation,Major Sports & Recreation Facility,-37.7908082646624,144.912142987372
101,Treasury Gardens,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8143993575938,144.975952335785
102,Melbourne Magistrates Court,Community Use,Government Building,-37.8136147671606,144.956846193891
103,Melbourne Cricket Ground (MCG),Leisure/Recreation,Major Sports & Recreation Facility,-37.8194921618419,144.983402879078
104,Melbourne International Karting Complex,Vacant Land,Vacant Land - Undeveloped Site,-37.8310746380616,144.913822928701
105,St Patricks Cathedral,Place of Worship,Church,-37.8101140950474,144.975901529712
106,Parliament House,Office,Office,-37.811246655376,144.97372641185
107,Former Royal Mint,Office,Office,-37.8121838748712,144.957055454136
108,Queen Victoria Gardens,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8216381244891,144.971049530478
109,New Quay,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8152178789077,144.941617889032
110,Central City Studios,Purpose Built,Film & RV Studio,-37.8142318521296,144.935655305362
111,New Quay Marina,Transport,Marina,-37.8152925454954,144.942283726231
112,Rod Laver Arena,Leisure/Recreation,Major Sports & Recreation Facility,-37.8220456119807,144.978487173787
113,Melbourne Park,Leisure/Recreation,Major Sports & Recreation Facility,-37.8209085970021,144.978735802793
114,Hisense Arena,Leisure/Recreation,Major Sports & Recreation Facility,-37.823110002667,144.981834802535
115,Melbourne Museum,Place Of Assembly,Art Gallery/Museum,-37.8035518129299,144.971690718887
116,Elisabeth Murdoch Hall,Community Use,Public Buildings,-37.8239733704282,144.967450979234
117,Melbourne Recital Centre,Community Use,Public Buildings,-37.8238327885805,144.967682729667
118,Hamer Hall,Place Of Assembly,Theatre Live,-37.8199901009015,144.967992144257
119,Royal Park Railway Station,Transport,Railway Station,-37.7812684282825,144.951667833921
120,Flagstaff Railway Station,Transport,Railway Station,-37.8116384403974,144.9561186805
121,Athanaeum Theatre,Place Of Assembly,Theatre Live,-37.814954347831,144.96732254212
122,Her Majesty's Theatre,Place Of Assembly,Theatre Live,-37.8109975612842,144.969520183129
123,Flinders Street Railway Station,Transport,Railway Station,-37.8179063007545,144.967064817875
124,Sandridge Rail Bridge,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8201763042794,144.96298113724
125,The Museum Of Australian Chinese History,Place Of Assembly,Art Gallery/Museum,-37.8107686127655,144.96923385414
126,All Nations Uniting Church,Place of Worship,Church,-37.7959155303946,144.968981110942
127,Royal Park Golf Course,Leisure/Recreation,Private Sports Club/Facility,-37.7819171308558,144.956309119368
128,Sidney Myer Music Bowl,Community Use,Public Buildings,-37.8233471608733,144.974686151365
129,Harbour Town,Vacant Land,Current Construction Site,-37.8139256326845,144.938123825625
130,Melbourne Star Observation Wheel,Leisure/Recreation,Observation Tower/Wheel,-37.8116163666726,144.937588920436
131,Birrarung Marr,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.81806108403,144.97314667014
132,Artplay,Leisure/Recreation,Indoor Recreation Facility,-37.8184198800044,144.971542586509
133,Parliament Railway Station,Transport,Railway Station,-37.8095762219384,144.972330132127
134,Immigration Museum,Place Of Assembly,Art Gallery/Museum,-37.8191798798062,144.960426777129
135,Fire Services Museum Victoria,Place Of Assembly,Art Gallery/Museum,-37.8085761281612,144.975373745366
136,North Melbourne Recreation Centre (Aquatic),Leisure/Recreation,Major Sports & Recreation Facility,-37.7999470049655,144.943290801869
137,Eureka Tower,Mixed Use,Retail/Residential,-37.8215157539717,144.964456721965
138,Welsh Presbyterian Church,Place of Worship,Church,-37.8104478768313,144.959873260087
139,Lutheran Trinity Church,Place of Worship,Church,-37.8109757054396,144.975729473552
140,St Johns Lutheran Church,Place of Worship,Church,-37.8209399677168,144.967121099857
141,Victoria Police,Community Use,Police Station,-37.8164849024046,144.966486801188
142,State Netball Hockey Centre,Leisure/Recreation,Major Sports & Recreation Facility,-37.7857860016289,144.947580972027
143,University Square,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.800410711209,144.960398319302
144,Melbourne General Cemetery,Community Use,Cemetery,-37.7891890023616,144.965785979892
145,Wesley College,Education Centre,School - Primary and Secondary Education,-37.8485201804496,144.982227770988
146,Southern Cross Railway Station,Transport,Railway Station,-37.8181633057171,144.952944748845
147,Princess Theatre,Place Of Assembly,Theatre Live,-37.8107257091302,144.9723265962
148,University High School,Education Centre,Secondary Schools,-37.7973136216903,144.956034449946
149,Melbourne Zoo,Leisure/Recreation,"Outdoor Recreation Facility (Zoo, Golf Course)",-37.7844449253712,144.951371205938
150,Malthouse Theatre,Place Of Assembly,Theatre Live,-37.8271768001126,144.966936821789
151,Thoroughbred Racing Gallery,Place Of Assembly,Art Gallery/Museum,-37.8188662730911,144.9839700954
152,Docklands Park,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8209956785618,144.946781702342
153,Waterfront City,Mixed Use,Retail/Office,-37.815056661803,144.939136876334
154,Point Park,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8233522700646,144.942102276731
155,Melbourne Theatre Company,Community Use,Public Buildings,-37.823930384816,144.968297429894
156,Alexandra Gardens,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8206051404251,144.971796067365
157,Jolimont-MCG Railway Station (East Melbourne) - Train stop,Transport,Railway Station,-37.8165651811668,144.983641003377
158,Shrine of Remembrance,Community Use,Public Buildings,-37.8302080020387,144.973441913623
159,Newmarket Railway Station,Transport,Railway Station,-37.7872726241965,144.929059958114
160,Carlton Courthouse Theatre,Place Of Assembly,Theatre Live,-37.7976589943217,144.968750113566
161,Melbourne Showgrounds,Leisure/Recreation,"Outdoor Recreation Facility (Zoo, Golf Course)",-37.7823097850883,144.910822117306
162,Kraft,Industrial,Industrial (Manufacturing),-37.8262313085528,144.923475698195
163,"Melbourne Wholesale Fruit, Vegetable & Flower Market",Mixed Use,Retail/Office/Carpark,-37.80687252157,144.923287444259
164,Melbourne Central,Mixed Use,Retail/Office/Carpark,-37.8105371797142,144.962749729496
165,Piazza Italia,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8025164192523,144.965863092947
166,Murchinson Square,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8002735025371,144.973059252203
167,Melbourne Aquarium,Purpose Built,Aquarium,-37.8209627824685,144.958425696055
168,Myer,Retail,Department Store,-37.8135911985281,144.963855087868
169,Scots Church,Place of Worship,Church,-37.8145687802664,144.96855105335
170,South Yarra Presbyterian Church,Place of Worship,Church,-37.8407473645397,144.98562699348
171,Port of Melbourne,Transport,Transport Terminal,-37.8137384362671,144.91753432375
172,FairFax Studio,Place Of Assembly,Theatre Live,-37.8216684581887,144.968836241692
173,Epworth Freemasons Hospital : Medical Centre,Health Services,Private Hospital,-37.8093444587231,144.982336768182
174,Melbourne Central Railway Station,Transport,Railway Station,-37.8105992402369,144.96169061383
175,Melbourne Central Railway Station,Transport,Railway Station,-37.8108930047401,144.963100728702
176,Collins Street Baptist Church,Place of Worship,Church,-37.8147011904647,144.968072486031
177,St Thomas Aquinas Church,Place of Worship,Church,-37.8353076902578,144.976809080472
178,Melbourne Visitor Booth,Community Use,Visitor Centre,-37.8139525061193,144.964425882562
179,Powlett Reserve,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8116929882498,144.987275671763
180,Carlton Primary School,Education Centre,Primary Schools,-37.7959079757171,144.970147317976
181,State Theatre,Place Of Assembly,Theatre Live,-37.8212806349773,144.968469643744
182,University of Melbourne (VCA and Music),Education Centre,Tertiary (University),-37.8241137662047,144.96933253996
183,St Martins Youth Arts Centre,Place Of Assembly,Theatre Live,-37.8352429531289,144.98114217385
184,Australian Broadcasting Corporation (ABC),Office,Office,-37.823813323734,144.966551401578
185,IMAX Melbourne,Place Of Assembly,Cinema,-37.8034315561903,144.970639929886
186,Richmond Railway Station (Richmond) - Train stop,Transport,Railway Station,-37.8238992659834,144.989400751664
187,Victorian Insitute of Forensic Medicine,Office,Office,-37.8246924089335,144.964979061564
188,Parliament Railway Station,Transport,Railway Station,-37.8121572789173,144.973742010011
189,Showgrounds Railway Station (Flemington),Transport,Railway Station,-37.7834651216244,144.914902626775
190,Alfred Hospital,Health Services,Public Hospital,-37.8462631206461,144.981786260765
191,Comedy Theatre,Place Of Assembly,Theatre Live,-37.8102053945163,144.97013311862
192,La Mama Theatre,Place Of Assembly,Theatre Live,-37.7991304956733,144.967669503083
193,Forum Theatre,Place Of Assembly,Theatre Live,-37.816485409696,144.969386556998
194,Royal Dental Hospital,Health Services,Public Hospital,-37.7995065904416,144.964526842767
195,Webb Bridge,Transport,Bridge,-37.8232052384507,144.947291011905
196,David Jones,Retail,Department Store,-37.8133127260638,144.964373486798
197,Sinclair's Cottage,Place Of Assembly,Art Gallery/Museum,-37.8145407488014,144.980554992725
198,Etihad Stadium,Leisure/Recreation,Major Sports & Recreation Facility,-37.8161760471742,144.947496254547
199,Lincoln Square,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8027919689732,144.962760852233
200,Bishopscourt,Residential Accommodation,Dwelling (House),-37.8132921649416,144.98350690799
201,St Peter's Eastern Hill,Place of Worship,Church,-37.8097086714637,144.975259178609
202,St Francis Church,Place of Worship,Church,-37.8118847831837,144.962422614541
203,Greek Orthodox Church,Place of Worship,Church,-37.8088064667555,144.978259089269
204,North Melbourne Uniting,Place of Worship,Church,-37.8035538471344,144.947671538375
205,Carlton Gardens North,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8017690847403,144.971997551189
206,Treasury Reserve,Mixed Use,Retail/Office,-37.8129178793082,144.975236759799
207,The Mission To Seafarers Victoria,Specialist Residential Accommodation,Hostel,-37.8224995970811,144.951254841448
208,Wonderland Park,Leisure/Recreation,"Outdoor Recreation Facility (Zoo, Golf Course)",-37.8116945351989,144.936833674975
209,State Coroners Office,Office,Office,-37.8244982228756,144.964675254819
210,Fawkner Park,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8413996708186,144.981625667877
211,BIO 21 Institute,Education Centre,Tertiary (University),-37.7978743305343,144.953780325865
212,Enterprize Park,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.820210269629,144.959276859602
213,Royal Melbourne Hospital,Health Services,Public Hospital,-37.7993071664096,144.956389746765
214,Commonwealth Law Courts,Community Use,Public Buildings,-37.8123961677596,144.955823833257
215,City Baths,Leisure/Recreation,Major Sports & Recreation Facility,-37.8071585350561,144.963189789721
216,Flemington Bridge Railway Station,Transport,Railway Station,-37.7881645889621,144.939277838304
217,Council House 2 (CH2),Mixed Use,Retail/Office/Carpark,-37.8142591432011,144.966638432727
218,Carlton Gardens South,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8060684577258,144.971266479841
219,Wesley Church,Place of Worship,Church,-37.8101576446961,144.968168215633
220,Christ Church Kensington,Place of Worship,Church,-37.7932109480553,144.92729572288
221,Melbourne Private Hospital,Health Services,Private Hospital,-37.7983111309698,144.95728837725
222,Victoria Police,Community Use,Police Station,-37.8003121288849,144.954697453742
223,Visy Park,Leisure/Recreation,Major Sports & Recreation Facility,-37.7834303940347,144.961982577553
224,Batman Park,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8218460949601,144.956665812218
225,Australian Red Cross,Office,Office,-37.7990921023192,144.952635945774
226,Polly Woodside,Place Of Assembly,Art Gallery/Museum,-37.8242574266145,144.953478052064
227,Melbourne Town Hall,Community Use,Public Buildings,-37.8150754791411,144.966542722283
228,DFO South Wharf,Mixed Use,Retail/Office,-37.824887401234,144.949794297819
229,The Ian Potter Centre: NGV Australia,Place Of Assembly,Art Gallery/Museum,-37.8174831423197,144.969899048343
230,Channel 7 - Melbourne Broadcast Centre,Purpose Built,Film & RV Studio,-37.8158572333481,144.94582326909
231,AAMI Park,Leisure/Recreation,Major Sports & Recreation Facility,-37.8247252673963,144.98380297866
232,Kangan Batman Tafe,Education Centre,Further Education,-37.8221818203024,144.948908460665
233,Margaret Court Arena,Leisure/Recreation,Major Sports & Recreation Facility,-37.8213252086842,144.977591098955
234,Riverslide Skate Park,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.8207887122448,144.972951789291
235,Royal Park,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.7906174256581,144.953834240647
236,Government House,Residential Accommodation,Dwelling (House),-37.8275635886174,144.976655130464
237,Yarra Park,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),-37.820469374101,144.986671109615
238,Melbourne Central Railway Station,Transport,Railway Station,-37.8097759325888,144.962670059539
239,Victoria Police Museum,Place Of Assembly,Art Gallery/Museum,-37.8222182774409,144.954039975197
240,St Pauls Cathedral,Place of Worship,Church,-37.8169549012399,144.967681647402
241,Melbourne Visitor Centre,Community Use,Visitor Centre,-37.8177352402006,144.967937138226
242,Australian Centre For The Moving Image (ACMI),Place Of Assembly,Art Gallery/Museum,-37.8176107327202,144.969070431323
